customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_000324,test,0,Did Not Subscribe,0.91010255,9101,91.01%,124,0.9687896472976402,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,45,technician,married,university.degree,cellular,nov,1,0,nonexistent,1,1,1,1,1,1,1
test_001894,test,1,Subscribed,0.9071232,9071,90.71%,125,0.968535904592743,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,30,management,married,university.degree,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_000809,test,1,Subscribed,0.9066331,9066,90.66%,126,0.9682821618878458,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,28,student,single,basic.9y,cellular,mar,1,0,nonexistent,1,1,1,1,1,1,1
test_001298,test,1,Subscribed,0.90651906,9065,90.65%,127,0.9680284191829484,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,26,blue-collar,single,basic.6y,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_000143,test,1,Subscribed,0.9064303,9064,90.64%,128,0.9677746764780512,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,admin.,single,unknown,cellular,mar,1,0,nonexistent,1,1,1,1,1,1,1
test_000220,test,0,Did Not Subscribe,0.9063583,9064,90.64%,129,0.967520933773154,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,56,management,married,professional.course,cellular,dec,1,0,nonexistent,1,1,1,1,1,1,1
test_001583,test,0,Did Not Subscribe,0.90615594,9062,90.62%,130,0.9672671910682568,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,38,entrepreneur,married,university.degree,cellular,nov,2,0,nonexistent,1,1,1,1,1,1,1
test_001140,test,1,Subscribed,0.9059434,9059,90.59%,131,0.9670134483633596,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,81,retired,divorced,basic.4y,cellular,dec,3,0,nonexistent,1,1,1,1,1,1,1
test_001917,test,0,Did Not Subscribe,0.9049358,9049,90.49%,132,0.9667597056584624,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,61,retired,married,high.school,cellular,apr,4,0,nonexistent,1,1,1,1,1,1,1
test_003359,test,0,Did Not Subscribe,0.90480655,9048,90.48%,133,0.9665059629535652,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,45,admin.,married,university.degree,cellular,aug,1,2,success,1,1,1,1,1,1,1
test_001949,test,1,Subscribed,0.90357786,9036,90.36%,134,0.966252220248668,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,39,blue-collar,married,basic.6y,cellular,aug,2,1,success,1,1,1,1,1,1,1
test_001194,test,1,Subscribed,0.90222836,9022,90.22%,135,0.9659984775437708,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,36,admin.,married,university.degree,cellular,may,1,0,nonexistent,1,1,1,1,1,1,1
test_002362,test,0,Did Not Subscribe,0.9015337,9015,90.15%,136,0.9657447348388734,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,62,retired,divorced,high.school,cellular,jun,4,0,nonexistent,1,1,1,1,1,1,1
test_003733,test,1,Subscribed,0.8972302,8972,89.72%,137,0.9654909921339762,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,33,admin.,married,university.degree,cellular,nov,1,0,nonexistent,1,1,1,1,1,1,1
test_002263,test,1,Subscribed,0.8969048,8969,89.69%,138,0.965237249429079,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,36,admin.,married,university.degree,cellular,may,4,0,nonexistent,1,1,1,1,1,1,1
test_001954,test,0,Did Not Subscribe,0.89646727,8965,89.65%,139,0.9649835067241816,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,41,admin.,married,university.degree,cellular,jul,7,3,success,1,1,1,1,1,1,1
test_002239,test,1,Subscribed,0.89474237,8947,89.47%,140,0.9647297640192845,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,technician,single,basic.9y,cellular,jul,1,0,nonexistent,1,1,1,1,1,1,1
test_001175,test,1,Subscribed,0.892631,8926,89.26%,141,0.9644760213143873,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,78,retired,divorced,professional.course,cellular,mar,1,1,failure,1,1,1,1,1,1,1
test_000502,test,1,Subscribed,0.8924297,8924,89.24%,142,0.96422227860949,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,admin.,single,high.school,cellular,mar,1,0,nonexistent,1,1,1,1,1,1,1
test_001656,test,1,Subscribed,0.8923871,8924,89.24%,143,0.9639685359045927,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,admin.,single,university.degree,cellular,jul,1,0,nonexistent,1,1,1,1,1,1,1
test_002161,test,1,Subscribed,0.8919588,8920,89.20%,144,0.9637147931996956,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,60,retired,married,high.school,cellular,sep,1,0,nonexistent,1,1,1,1,1,1,1
test_000596,test,0,Did Not Subscribe,0.8915327,8915,89.15%,145,0.9634610504947982,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,39,entrepreneur,married,university.degree,cellular,sep,3,0,nonexistent,1,1,1,1,1,1,1
test_001832,test,0,Did Not Subscribe,0.8913266,8913,89.13%,146,0.963207307789901,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,51,admin.,married,university.degree,cellular,jul,4,0,nonexistent,1,1,1,1,1,1,1
test_001012,test,1,Subscribed,0.8898623,8899,88.99%,147,0.9629535650850038,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,admin.,single,university.degree,telephone,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_000797,test,1,Subscribed,0.8885615,8886,88.86%,148,0.9626998223801064,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,32,management,single,university.degree,cellular,mar,1,0,nonexistent,1,1,1,1,1,1,1
test_000898,test,1,Subscribed,0.8881732,8882,88.82%,149,0.9624460796752092,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,52,admin.,married,university.degree,cellular,jul,1,0,nonexistent,1,1,1,1,1,1,1
test_003795,test,1,Subscribed,0.88655394,8866,88.66%,150,0.962192336970312,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,41,admin.,divorced,high.school,cellular,aug,1,3,failure,1,1,1,1,1,1,1
test_000558,test,1,Subscribed,0.8858683,8859,88.59%,151,0.9619385942654148,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,54,unemployed,married,high.school,cellular,dec,1,0,nonexistent,1,1,1,1,1,1,1
test_000811,test,0,Did Not Subscribe,0.8856962,8857,88.57%,152,0.9616848515605176,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,71,retired,married,basic.4y,cellular,apr,3,0,nonexistent,1,1,1,1,1,1,1
test_002823,test,0,Did Not Subscribe,0.88496965,8850,88.50%,153,0.9614311088556204,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,24,technician,single,university.degree,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_001020,test,0,Did Not Subscribe,0.8848656,8849,88.49%,154,0.9611773661507232,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,35,technician,married,university.degree,cellular,mar,1,1,failure,1,1,1,1,1,1,1
test_000149,test,1,Subscribed,0.88309264,8831,88.31%,155,0.960923623445826,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,33,technician,married,professional.course,cellular,sep,1,0,nonexistent,1,1,1,1,1,1,1
test_002720,test,1,Subscribed,0.88296413,8830,88.30%,156,0.9606698807409288,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,admin.,married,high.school,cellular,jun,3,0,nonexistent,1,1,1,1,1,1,1
test_000922,test,1,Subscribed,0.88160497,8816,88.16%,157,0.9604161380360314,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,28,admin.,single,high.school,cellular,mar,2,0,nonexistent,1,1,1,1,1,1,1
test_002575,test,1,Subscribed,0.88129294,8813,88.13%,158,0.9601623953311342,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,student,single,university.degree,cellular,jul,2,0,nonexistent,1,1,1,1,1,1,1
test_003270,test,1,Subscribed,0.88066924,8807,88.07%,159,0.959908652626237,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,38,technician,married,professional.course,telephone,aug,2,1,success,1,1,1,1,1,1,1
test_000300,test,0,Did Not Subscribe,0.8795419,8795,87.95%,160,0.9596549099213396,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,34,housemaid,married,university.degree,cellular,aug,3,1,success,1,1,1,1,1,1,1
test_001506,test,1,Subscribed,0.8792752,8793,87.93%,161,0.9594011672164424,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,46,admin.,single,university.degree,cellular,dec,2,0,nonexistent,1,1,1,1,1,1,1
test_000614,test,0,Did Not Subscribe,0.8787253,8787,87.87%,162,0.9591474245115452,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,60,admin.,married,unknown,cellular,nov,2,0,nonexistent,1,1,1,1,1,1,1
test_002067,test,1,Subscribed,0.87820214,8782,87.82%,163,0.958893681806648,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,41,admin.,married,university.degree,cellular,dec,2,0,nonexistent,1,1,1,1,1,1,1
test_000241,test,1,Subscribed,0.8771631,8772,87.72%,164,0.9586399391017508,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,58,housemaid,single,professional.course,cellular,apr,1,0,nonexistent,1,1,1,1,1,1,1
test_000065,test,1,Subscribed,0.8758794,8759,87.59%,165,0.9583861963968536,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,admin.,single,high.school,cellular,sep,5,3,success,1,1,1,1,1,1,1
test_001454,test,1,Subscribed,0.87561077,8756,87.56%,166,0.9581324536919564,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,32,services,single,unknown,cellular,jul,2,0,nonexistent,1,1,1,1,1,1,1
test_002533,test,0,Did Not Subscribe,0.8736962,8737,87.37%,167,0.9578787109870592,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,30,admin.,single,university.degree,cellular,apr,1,0,nonexistent,1,1,1,1,1,1,1
test_002176,test,0,Did Not Subscribe,0.87321347,8732,87.32%,168,0.957624968282162,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,admin.,single,high.school,cellular,apr,3,1,success,1,1,1,1,1,1,1
test_000827,test,1,Subscribed,0.8720375,8720,87.20%,169,0.9573712255772646,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,41,entrepreneur,married,university.degree,cellular,aug,1,0,nonexistent,1,1,1,1,1,1,1
test_001800,test,1,Subscribed,0.87192917,8719,87.19%,170,0.9571174828723674,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,36,management,married,university.degree,cellular,mar,1,2,failure,1,1,1,1,1,1,1
test_003143,test,0,Did Not Subscribe,0.87144375,8714,87.14%,171,0.9568637401674702,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,50,admin.,married,university.degree,cellular,may,1,1,failure,1,1,1,1,1,1,1
test_001329,test,0,Did Not Subscribe,0.8698793,8699,86.99%,172,0.9566099974625728,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,78,retired,married,professional.course,cellular,nov,1,0,nonexistent,1,1,1,1,1,1,1
test_001008,test,0,Did Not Subscribe,0.8690239,8690,86.90%,173,0.9563562547576756,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,33,management,single,university.degree,cellular,oct,3,0,nonexistent,1,1,1,1,1,1,1
test_002043,test,1,Subscribed,0.86902076,8690,86.90%,174,0.9561025120527784,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,39,technician,married,professional.course,cellular,may,3,1,success,1,1,1,1,1,1,1
test_000889,test,0,Did Not Subscribe,0.8685823,8686,86.86%,175,0.9558487693478812,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,30,student,single,university.degree,cellular,dec,1,0,nonexistent,1,1,1,1,1,1,1
test_000401,test,1,Subscribed,0.8660482,8660,86.60%,176,0.955595026642984,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,32,technician,single,university.degree,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_002713,test,1,Subscribed,0.8656568,8657,86.57%,177,0.9553412839380868,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,26,admin.,married,high.school,cellular,jun,4,3,failure,1,1,1,1,1,1,1
test_003445,test,1,Subscribed,0.8652322,8652,86.52%,178,0.9550875412331896,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,admin.,single,university.degree,cellular,apr,3,0,nonexistent,1,1,1,1,1,1,1
test_000752,test,0,Did Not Subscribe,0.8651359,8651,86.51%,179,0.9548337985282924,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,28,student,single,unknown,cellular,jun,4,0,nonexistent,1,1,1,1,1,1,1
test_000443,test,1,Subscribed,0.864547,8645,86.45%,180,0.9545800558233952,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,60,retired,married,university.degree,cellular,sep,2,0,nonexistent,1,1,1,1,1,1,1
test_002052,test,1,Subscribed,0.8641859,8642,86.42%,181,0.9543263131184978,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,technician,single,university.degree,cellular,jun,1,0,nonexistent,1,1,1,1,1,1,1
test_000299,test,0,Did Not Subscribe,0.8641859,8642,86.42%,182,0.9540725704136006,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,technician,single,university.degree,cellular,jun,1,0,nonexistent,1,1,1,1,1,1,1
test_003334,test,1,Subscribed,0.8640599,8641,86.41%,183,0.9538188277087034,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,self-employed,married,university.degree,cellular,mar,4,0,nonexistent,1,1,1,1,1,1,1
test_003365,test,0,Did Not Subscribe,0.86362535,8636,86.36%,184,0.953565085003806,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,88,retired,divorced,basic.4y,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_002345,test,0,Did Not Subscribe,0.86340517,8634,86.34%,185,0.9533113422989088,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,50,admin.,married,high.school,cellular,may,1,2,failure,1,1,1,1,1,1,1
test_002004,test,0,Did Not Subscribe,0.8621137,8621,86.21%,186,0.9530575995940116,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,56,admin.,divorced,high.school,cellular,nov,1,0,nonexistent,1,1,1,1,1,1,1
test_001254,test,0,Did Not Subscribe,0.86209184,8621,86.21%,187,0.9528038568891144,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,35,entrepreneur,single,university.degree,cellular,jul,1,2,failure,1,1,1,1,1,1,1
test_000486,test,0,Did Not Subscribe,0.8611288,8611,86.11%,188,0.9525501141842172,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,56,entrepreneur,married,university.degree,cellular,apr,1,0,nonexistent,1,1,1,1,1,1,1
test_000340,test,0,Did Not Subscribe,0.860237,8602,86.02%,189,0.95229637147932,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,28,technician,single,university.degree,cellular,jul,5,0,nonexistent,1,1,1,1,1,1,1
test_001081,test,1,Subscribed,0.8591007,8591,85.91%,190,0.9520426287744228,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,33,housemaid,married,high.school,telephone,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_000666,test,0,Did Not Subscribe,0.8586249,8586,85.86%,191,0.9517888860695256,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,35,technician,divorced,professional.course,cellular,jun,1,0,nonexistent,1,1,1,1,1,1,1
test_000084,test,1,Subscribed,0.8582999,8583,85.83%,192,0.9515351433646284,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,51,technician,married,professional.course,cellular,aug,3,0,nonexistent,1,1,1,1,1,1,1
test_001246,test,0,Did Not Subscribe,0.857516,8575,85.75%,193,0.951281400659731,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,58,retired,married,basic.4y,cellular,jun,2,0,nonexistent,1,1,1,1,1,1,1
test_003656,test,1,Subscribed,0.85745156,8575,85.75%,194,0.9510276579548338,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,25,student,single,university.degree,cellular,jun,2,0,nonexistent,1,1,1,1,1,1,1
test_000806,test,1,Subscribed,0.85728234,8573,85.73%,195,0.9507739152499366,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,39,management,married,university.degree,cellular,sep,2,0,nonexistent,1,1,1,1,1,1,1
test_003887,test,0,Did Not Subscribe,0.85717404,8572,85.72%,196,0.9505201725450392,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,71,retired,married,unknown,cellular,dec,1,1,failure,1,1,1,1,1,1,1
test_003169,test,0,Did Not Subscribe,0.8567289,8567,85.67%,197,0.950266429840142,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,22,technician,single,professional.course,cellular,aug,1,0,nonexistent,1,1,1,1,1,1,1
test_002825,test,0,Did Not Subscribe,0.85611093,8561,85.61%,198,0.9500126871352448,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,60,retired,divorced,basic.4y,cellular,oct,1,0,nonexistent,1,1,1,1,1,1,1
test_003756,test,0,Did Not Subscribe,0.8555612,8556,85.56%,199,0.9497589444303476,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,59,services,single,high.school,cellular,mar,2,0,nonexistent,0,1,1,1,1,1,1
test_002242,test,1,Subscribed,0.854874,8549,85.49%,200,0.9495052017254504,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,36,admin.,married,university.degree,cellular,oct,1,0,nonexistent,0,1,1,1,1,1,1
test_003121,test,0,Did Not Subscribe,0.85425186,8543,85.43%,201,0.9492514590205532,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,admin.,single,university.degree,cellular,mar,1,0,nonexistent,0,1,1,1,1,1,1
test_000652,test,0,Did Not Subscribe,0.85323507,8532,85.32%,202,0.948997716315656,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,30,blue-collar,single,high.school,cellular,jun,2,0,nonexistent,0,1,1,1,1,1,1
test_002122,test,1,Subscribed,0.8530363,8530,85.30%,203,0.9487439736107588,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,41,technician,married,unknown,cellular,may,1,2,success,0,1,1,1,1,1,1
test_002986,test,1,Subscribed,0.8527693,8528,85.28%,204,0.9484902309058616,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,34,unemployed,single,university.degree,cellular,jun,2,0,nonexistent,0,1,1,1,1,1,1
test_003145,test,0,Did Not Subscribe,0.85193855,8519,85.19%,205,0.9482364882009642,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,21,student,single,basic.4y,cellular,mar,2,0,nonexistent,0,1,1,1,1,1,1
test_003769,test,0,Did Not Subscribe,0.85193175,8519,85.19%,206,0.947982745496067,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,33,admin.,married,university.degree,cellular,sep,1,0,nonexistent,0,1,1,1,1,1,1
test_000102,test,0,Did Not Subscribe,0.8512058,8512,85.12%,207,0.9477290027911698,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,23,admin.,single,university.degree,cellular,jul,1,2,failure,0,1,1,1,1,1,1
test_001029,test,0,Did Not Subscribe,0.8508339,8508,85.08%,208,0.9474752600862724,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,34,management,married,university.degree,cellular,mar,5,0,nonexistent,0,1,1,1,1,1,1
test_001239,test,0,Did Not Subscribe,0.8505116,8505,85.05%,209,0.9472215173813752,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,58,services,married,high.school,cellular,mar,4,0,nonexistent,0,1,1,1,1,1,1
test_001702,test,0,Did Not Subscribe,0.8503566,8504,85.04%,210,0.946967774676478,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,55,services,divorced,high.school,cellular,jul,3,0,nonexistent,0,1,1,1,1,1,1
test_003833,test,0,Did Not Subscribe,0.8495802,8496,84.96%,211,0.9467140319715808,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,23,admin.,single,high.school,cellular,apr,1,0,nonexistent,0,1,1,1,1,1,1
test_000058,test,0,Did Not Subscribe,0.8495149,8495,84.95%,212,0.9464602892666836,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,24,student,single,high.school,cellular,jul,3,1,failure,0,1,1,1,1,1,1
test_001208,test,0,Did Not Subscribe,0.84880036,8488,84.88%,213,0.9462065465617864,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,75,retired,divorced,basic.9y,cellular,mar,1,0,nonexistent,0,1,1,1,1,1,1
test_001284,test,1,Subscribed,0.8479085,8479,84.79%,214,0.9459528038568892,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,29,technician,married,professional.course,cellular,may,2,2,failure,0,1,1,1,1,1,1
test_002941,test,0,Did Not Subscribe,0.84760684,8476,84.76%,215,0.945699061151992,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,25,student,single,unknown,cellular,jul,1,0,nonexistent,0,1,1,1,1,1,1
test_000776,test,1,Subscribed,0.84755254,8476,84.76%,216,0.9454453184470948,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,52,technician,married,professional.course,cellular,nov,1,1,failure,0,1,1,1,1,1,1
test_000159,test,1,Subscribed,0.84587127,8459,84.59%,217,0.9451915757421974,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,54,unemployed,married,basic.9y,cellular,oct,1,0,nonexistent,0,1,1,1,1,1,1
test_003197,test,1,Subscribed,0.84525514,8453,84.53%,218,0.9449378330373002,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,31,services,married,high.school,cellular,jun,4,0,nonexistent,0,1,1,1,1,1,1
test_000360,test,0,Did Not Subscribe,0.84505385,8451,84.51%,219,0.944684090332403,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,30,admin.,single,university.degree,cellular,jun,1,0,nonexistent,0,1,1,1,1,1,1
test_000244,test,0,Did Not Subscribe,0.84475446,8448,84.48%,220,0.9444303476275056,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,61,technician,married,professional.course,cellular,oct,1,0,nonexistent,0,1,1,1,1,1,1
test_000882,test,0,Did Not Subscribe,0.84425956,8443,84.43%,221,0.9441766049226084,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,37,admin.,married,university.degree,cellular,jun,1,0,nonexistent,0,1,1,1,1,1,1
test_003231,test,0,Did Not Subscribe,0.84284806,8428,84.28%,222,0.9439228622177112,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,26,admin.,single,university.degree,cellular,jul,4,0,nonexistent,0,1,1,1,1,1,1
test_000397,test,0,Did Not Subscribe,0.84147257,8415,84.15%,223,0.943669119512814,1,Recommended: Top 20%,0.80 to 1.00,80% to 100%,32,self-employed,single,university.degree,cellular,apr,2,0,nonexistent,0,1,1,1,1,1,1
